playerID,allStarCount,awardsCount,totalGames,totalHomeRuns,totalHits,totalPitchingStrikeOuts,totalPitchWins,totalFielderPutouts,postHomeRuns,postHits,postPitchingStrikeOuts,postTotalWins,postFielderPutouts,class
adamsba01,0,2,482,3,216,1036,194,58,0,0,11,3,0,False
altroni01,0,0,229,2,97,425,83,181,0,1,5,1,6,False
bendech01,0,3,509,6,243,1711,212,237,0,3,59,6,3,True
alexape01,0,21,703,11,378,2198,373,189,0,1,29,3,2,True
allenjo02,1,4,365,4,124,1070,142,104,0,0,0,0,0,False
blackew01,6,3,237,1,77,839,82,46,0,0,4,0,0,False
alexado01,1,0,562,0,44,1528,194,264,0,0,16,0,2,False
alouma01,2,1,1667,31,1777,3,0,3794,0,16,NULL,NULL,27,False
bahnsst01,0,1,575,1,56,1359,146,154,0,0,1,0,0,False
bandosa01,4,2,2019,242,1790,0,0,1788,5,39,NULL,NULL,40,False
barrji01,0,0,481,1,83,741,101,148,0,0,2,0,0,False
billija01,1,0,476,0,62,1141,145,133,0,0,32,2,3,False
blassst01,1,0,295,1,94,896,103,137,0,0,29,3,4,False
bluevi01,6,6,508,4,53,2175,209,127,0,0,47,1,3,False
blylebe01,2,0,699,0,59,3701,287,287,0,1,36,5,2,True
bolinbo01,0,0,496,6,69,1175,88,87,0,0,2,0,0,False
bailobo01,0,0,955,9,775,0,0,1493,0,0,NULL,NULL,0,False
bedrost01,1,3,732,0,15,921,76,64,0,0,10,0,0,False
bibbyji01,1,1,341,5,31,1079,111,88,0,0,15,0,1,False
boddimi01,1,3,347,0,0,1330,134,245,0,0,29,2,1,False
boggswa01,12,17,2440,118,3010,2,0,2115,2,42,NULL,NULL,31,True
aguilri01,3,0,737,3,28,1030,86,99,0,0,17,2,1,False
archeji01,0,9,850,16,660,NULL,NULL,3861,0,2,NULL,NULL,31,False
bakerfr01,0,7,1575,96,1838,NULL,NULL,2154,3,33,NULL,NULL,36,True
barryja01,0,2,1225,10,1009,NULL,NULL,2226,0,21,NULL,NULL,40,False
beaumgi01,0,0,1465,39,1759,NULL,NULL,2860,0,9,NULL,NULL,21,False
bancrda01,0,8,1913,32,2004,NULL,NULL,4673,0,16,NULL,NULL,49,True
bigbeca01,0,2,1148,17,1205,NULL,NULL,2375,0,1,NULL,NULL,0,False
adamssp01,0,0,1424,9,1588,NULL,NULL,2287,0,4,NULL,NULL,4,False
bartedi01,2,2,2016,79,2165,NULL,NULL,4425,1,20,NULL,NULL,33,False
bergewa01,4,5,1350,242,1550,NULL,NULL,3430,0,0,NULL,NULL,8,False
bishoma01,0,0,1340,41,1216,NULL,NULL,2923,0,12,NULL,NULL,29,False
bladera01,0,0,767,50,726,NULL,NULL,1339,0,1,NULL,NULL,10,False
bluegos01,1,2,1867,43,1751,NULL,NULL,2278,0,12,NULL,NULL,12,False
boleyjo01,0,0,540,7,478,NULL,NULL,919,0,6,NULL,NULL,13,False
aaronha01,24,16,3298,755,3771,NULL,NULL,7436,6,25,NULL,NULL,31,True
adcocjo01,2,0,1959,336,1832,NULL,NULL,13678,0,7,NULL,NULL,61,False
aloufe01,3,1,2082,206,2101,NULL,NULL,6537,0,7,NULL,NULL,9,False
aparilu01,15,15,2601,83,2677,NULL,NULL,4548,0,12,NULL,NULL,19,True
ashburi01,5,0,2189,29,2574,NULL,NULL,6094,0,3,NULL,NULL,9,True
avilabo01,3,1,1300,80,1296,NULL,NULL,2872,0,2,NULL,NULL,12,False
bauerha01,3,0,1544,164,1424,NULL,NULL,2384,7,46,NULL,NULL,80,False
berrayo01,18,13,2120,358,2150,NULL,NULL,9221,12,71,NULL,NULL,442,True
ageeto01,2,3,1130,130,999,NULL,NULL,2371,3,8,NULL,NULL,28,False
allendi01,7,5,1749,351,1848,NULL,NULL,7658,0,2,NULL,NULL,28,False
alleyge01,2,4,1195,55,999,NULL,NULL,1879,0,1,NULL,NULL,17,False
alouje01,0,0,1380,32,1216,NULL,NULL,1693,0,6,NULL,NULL,5,False
bakerdu01,2,5,2039,242,1981,NULL,NULL,4073,5,42,NULL,NULL,76,False
baylodo01,1,9,2292,338,2135,NULL,NULL,2716,4,33,NULL,NULL,20,False
belanma01,1,9,2016,20,1316,NULL,NULL,3040,1,23,NULL,NULL,62,False
benchjo01,14,26,2158,389,2048,NULL,NULL,10469,10,45,NULL,NULL,265,True
blairpa01,2,10,1947,134,1513,NULL,NULL,4347,3,38,NULL,NULL,88,False
bondsbo01,3,7,1849,332,1886,NULL,NULL,3659,0,2,NULL,NULL,3,False
baineha01,6,4,2830,384,2866,NULL,NULL,2031,5,33,NULL,NULL,6,True
bellge02,3,8,1587,265,1702,NULL,NULL,2294,1,13,NULL,NULL,16,False
bresnro01,0,5,1447,26,1252,15,4,5138,0,5,NULL,NULL,27,True
brownmo01,0,4,496,2,235,1375,239,173,0,2,35,5,2,True
bridgto01,6,6,424,0,181,1674,194,144,0,2,27,4,1,False
brechha01,2,5,321,2,129,901,133,78,0,1,18,4,1,False
breweji01,1,0,586,0,21,810,69,30,0,0,3,0,0,False
boutoji01,1,0,307,0,35,720,62,112,0,1,11,2,5,False
brilene01,0,0,452,3,72,1163,129,131,0,1,16,2,1,False
camniho01,0,1,326,1,92,915,133,63,0,0,2,0,0,False
bushjo01,0,2,583,7,313,1319,195,213,0,5,18,2,3,False
cadorle01,0,0,193,5,92,445,68,57,0,0,1,0,1,False
bushgu01,0,0,544,0,143,850,176,138,0,0,6,1,0,False
chapmbe01,4,0,1717,90,1958,65,8,3742,0,5,NULL,NULL,6,False
chandsp01,4,7,211,9,110,614,109,106,0,2,16,2,2,False
burdele01,3,2,666,12,185,1074,203,245,1,1,25,4,2,False
caldwmi01,0,0,477,0,34,939,137,116,0,0,12,2,4,False
campabe01,6,3,2328,79,2249,1,0,3789,3,35,NULL,NULL,51,True
carltst01,10,17,745,13,346,4136,329,109,1,6,84,6,3,True
carrocl02,2,1,731,1,27,681,96,60,0,0,22,4,3,False
campbbi02,1,4,700,0,4,864,83,119,0,0,7,0,1,False
candejo01,1,0,603,1,104,1673,177,58,0,1,29,2,0,False
clemero02,11,22,709,0,31,4672,354,320,0,2,173,12,9,False
bottoji01,0,4,1991,219,2313,NULL,NULL,18337,1,18,NULL,NULL,233,True
boudrlo01,8,11,1646,68,1779,NULL,NULL,3265,0,6,NULL,NULL,11,True
boyercl02,0,1,1725,162,1396,NULL,NULL,1902,2,21,NULL,NULL,27,False
boyerke01,13,14,2034,282,2143,NULL,NULL,2376,2,6,NULL,NULL,9,True
bowala01,5,4,2247,15,2191,NULL,NULL,3323,0,30,NULL,NULL,36,False
brocklo01,6,7,2616,149,3023,NULL,NULL,4394,4,34,NULL,NULL,35,True
brownla01,0,0,1129,47,803,NULL,NULL,1665,0,0,NULL,NULL,0,False
boonebo01,4,8,2264,105,1838,NULL,NULL,11325,2,33,NULL,NULL,186,False
brettge01,13,14,2707,317,3154,NULL,NULL,5503,10,56,NULL,NULL,37,True
bushdo01,0,4,1948,9,1804,NULL,NULL,4119,0,7,NULL,NULL,9,False
carribi02,0,3,712,6,506,NULL,NULL,3093,0,2,NULL,NULL,21,False
chancfr01,0,2,1290,20,1274,NULL,NULL,10545,0,21,NULL,NULL,222,True
clarkfr01,0,6,2246,67,2678,NULL,NULL,4812,2,13,NULL,NULL,37,True
burnsge01,0,4,1853,41,2077,NULL,NULL,3918,0,19,NULL,NULL,34,False
burnsge02,0,4,1869,72,2018,NULL,NULL,16970,0,3,NULL,NULL,38,False
careyma01,0,5,2466,70,2665,NULL,NULL,6363,0,11,NULL,NULL,14,True
camildo01,2,5,1489,239,1482,NULL,NULL,13724,0,3,NULL,NULL,45,False
cavarph01,4,5,2030,95,1977,NULL,NULL,12435,1,20,NULL,NULL,134,False
brutobi01,0,0,1610,94,1651,NULL,NULL,3905,1,7,NULL,NULL,12,False
burgesm01,9,1,1692,126,1318,NULL,NULL,5214,0,6,NULL,NULL,27,False
camparo01,8,10,1215,242,1161,NULL,NULL,6520,4,27,NULL,NULL,209,True
cashno01,5,2,2089,377,1820,NULL,NULL,15173,2,14,NULL,NULL,96,False
cepedor01,13,7,2124,379,2351,NULL,NULL,14829,3,18,NULL,NULL,167,True
clemero01,17,21,2433,240,3000,NULL,NULL,4697,3,34,NULL,NULL,63,True
bucknbi01,1,0,2517,174,2715,NULL,NULL,15126,1,20,NULL,NULL,118,False
bumbral01,1,2,1496,54,1422,NULL,NULL,2975,0,9,NULL,NULL,43,False
cardejo02,0,0,2017,138,1913,NULL,NULL,3964,0,3,NULL,NULL,29,False
cardele01,5,2,1941,118,1725,NULL,NULL,3271,0,5,NULL,NULL,20,False
carewro01,18,14,2469,92,3053,NULL,NULL,13510,0,11,NULL,NULL,82,True
cartyri01,1,0,1651,204,1677,NULL,NULL,1846,0,3,NULL,NULL,2,False
cashda01,3,0,1422,21,1571,NULL,NULL,3228,0,21,NULL,NULL,50,False
cedence01,4,9,2006,199,2087,NULL,NULL,5984,0,9,NULL,NULL,57,False
ceyro01,6,3,2073,316,1868,NULL,NULL,1555,7,42,NULL,NULL,34,False
chambch01,1,3,2175,185,2109,NULL,NULL,17771,3,32,NULL,NULL,243,False
burleri01,4,4,1346,50,1401,NULL,NULL,2349,0,14,NULL,NULL,16,False
butlebr01,1,2,2213,54,2375,NULL,NULL,5296,0,12,NULL,NULL,25,False
cartega01,11,17,2296,324,2092,NULL,NULL,12490,4,33,NULL,NULL,207,True
clarkja01,4,4,1994,340,1826,NULL,NULL,7127,1,14,NULL,NULL,108,False
davisge01,0,0,2373,73,2665,4,0,5232,0,5,NULL,NULL,7,True
coaklan01,0,0,150,0,42,428,58,45,0,0,2,0,0,False
cobbty01,0,31,3034,117,4189,0,0,6507,0,17,NULL,NULL,21,True
coombja01,0,3,466,4,261,1052,158,258,0,8,34,5,2,False
cranddo01,0,0,502,9,253,606,102,195,0,1,6,1,0,False
covelst01,0,3,451,1,168,981,215,174,0,1,11,3,2,True
cramedo01,5,2,2238,37,2705,1,0,5413,0,12,NULL,NULL,21,False
crowdal01,1,5,403,0,164,799,167,56,0,2,14,1,2,False
deandi01,4,14,325,8,161,1163,150,76,0,5,19,2,2,True
coopemo01,4,11,297,6,127,913,128,50,0,1,35,2,0,False
daviscu01,2,2,449,11,165,684,158,146,0,0,1,0,1,False
craigro01,0,0,368,0,38,803,74,120,0,1,25,2,1,False
cuellmi01,4,3,456,7,76,1632,185,108,1,4,56,4,1,True
darkal01,3,4,1828,126,2089,0,0,3174,1,21,NULL,NULL,24,False
conceda01,9,11,2488,101,2326,1,0,4245,2,30,NULL,NULL,36,False
davalvi01,1,1,1458,36,1122,0,0,2389,0,10,NULL,NULL,26,False
darliro01,1,1,402,2,76,1590,136,177,0,0,27,1,3,False
dinnebi01,0,0,420,1,219,1127,170,160,0,2,28,3,2,False
donlimi01,0,3,1051,51,1282,6,0,2416,0,5,NULL,NULL,16,False
donovbi01,0,1,467,7,251,1552,185,385,0,0,33,1,3,False
derripa01,6,9,579,2,220,1507,223,153,0,1,30,2,2,False
drysddo01,9,4,547,29,218,2486,209,188,0,0,36,3,2,True
dempsri01,0,2,1766,96,1093,0,0,7402,1,20,NULL,NULL,124,False
dobsopa01,1,0,414,0,39,1301,122,142,0,0,6,0,1,False
downial01,1,0,409,2,91,1639,123,72,0,0,14,0,0,False
dennyjo01,0,3,326,0,97,1146,123,179,0,1,12,1,3,False
crossla01,0,0,2277,47,2651,NULL,NULL,4262,0,2,NULL,NULL,6,False
collied01,0,29,2825,47,3315,NULL,NULL,6621,0,42,NULL,NULL,88,True
colliji01,0,0,1726,65,1999,NULL,NULL,2434,0,9,NULL,NULL,9,True
cravaga01,0,2,1226,119,1134,NULL,NULL,1681,0,2,NULL,NULL,5,False
crawfsa01,0,5,2517,97,2961,NULL,NULL,5102,1,17,NULL,NULL,39,True
crigelo01,0,1,1014,11,709,NULL,NULL,4456,0,6,NULL,NULL,54,False
dahlebi01,0,0,2446,84,2461,NULL,NULL,5359,0,0,NULL,NULL,10,False
davisha01,0,0,1757,75,1841,NULL,NULL,15866,0,15,NULL,NULL,149,False
collish01,0,0,1803,22,1687,NULL,NULL,5959,0,10,NULL,NULL,9,False
daubeja01,0,13,2014,56,2326,NULL,NULL,19634,0,10,NULL,NULL,122,False
cochrmi01,2,28,1482,119,1652,NULL,NULL,6414,2,27,NULL,NULL,207,True
combsea01,0,1,1456,58,1866,NULL,NULL,3449,1,21,NULL,NULL,43,True
critzhu01,0,0,1478,38,1591,NULL,NULL,3451,0,3,NULL,NULL,16,False
cronijo01,7,20,2124,170,2285,NULL,NULL,4303,0,7,NULL,NULL,7,True
cuyleki01,1,9,1879,128,2299,NULL,NULL,4034,2,18,NULL,NULL,25,True
coopewa01,8,6,1473,173,1341,NULL,NULL,5166,0,18,NULL,NULL,107,False
coxbi02,0,0,1058,66,974,NULL,NULL,1297,1,16,NULL,NULL,11,False
crosefr01,2,0,1683,98,1541,NULL,NULL,3202,1,20,NULL,NULL,60,False
danniha01,4,5,890,57,847,NULL,NULL,3259,0,3,NULL,NULL,23,False
crandde01,13,7,1573,179,1276,NULL,NULL,7449,2,10,NULL,NULL,64,False
davisto02,5,3,1999,153,2121,NULL,NULL,2429,0,21,NULL,NULL,17,False
coopece01,5,10,1896,241,2192,NULL,NULL,13361,1,20,NULL,NULL,220,False
crowlte01,0,0,865,42,379,NULL,NULL,634,0,3,NULL,NULL,1,False
cruzjo01,2,3,2353,165,2251,NULL,NULL,4413,0,17,NULL,NULL,45,False
daviswi02,2,4,2429,182,2561,NULL,NULL,5449,0,10,NULL,NULL,23,False
dauerri01,0,0,1140,43,984,NULL,NULL,2115,1,11,NULL,NULL,41,False
dawsoan01,8,20,2627,438,2774,NULL,NULL,5158,0,11,NULL,NULL,28,True
decindo01,1,2,1649,237,1505,NULL,NULL,1483,2,24,NULL,NULL,26,False
colemvi01,2,1,1371,28,1425,NULL,NULL,2452,1,22,NULL,NULL,53,False
doughpa01,0,0,1233,17,1294,NULL,NULL,1780,2,10,NULL,NULL,17,False
doylela01,0,3,1767,74,1887,NULL,NULL,3635,1,18,NULL,NULL,41,False
duganjo01,0,5,1448,42,1516,NULL,NULL,1906,1,24,NULL,NULL,25,False
dickebi01,11,20,1789,202,1969,NULL,NULL,7965,5,37,NULL,NULL,223,True
durocle01,3,0,1637,24,1320,NULL,NULL,3275,0,7,NULL,NULL,14,True
dimagdo01,7,2,1399,87,1680,NULL,NULL,3859,0,7,NULL,NULL,20,False
dimagjo01,13,36,1736,361,2214,NULL,NULL,4529,8,54,NULL,NULL,150,True
doerrbo01,9,8,1865,223,2042,NULL,NULL,4928,1,9,NULL,NULL,17,True
dobyla01,7,1,1533,253,1515,NULL,NULL,3640,1,9,NULL,NULL,18,True
dentbu01,3,2,1392,40,1114,NULL,NULL,2122,0,23,NULL,NULL,31,False
downibr01,1,0,2344,275,2099,NULL,NULL,4881,1,12,NULL,NULL,51,False
freembu01,0,0,1126,82,1235,28,3,3624,0,9,NULL,NULL,10,False
ehmkeho01,0,1,429,0,210,1030,166,143,0,1,13,1,0,False
faberre01,0,2,670,3,170,1471,254,130,0,1,9,3,1,True
dykesji01,2,1,2283,108,2256,0,0,4901,1,17,NULL,NULL,15,False
earnsge01,0,6,319,3,162,1002,127,71,0,0,56,4,2,False
fitzsfr01,0,1,513,14,231,870,217,237,0,3,9,0,1,False
foxxji01,9,22,2317,534,2646,11,1,17797,4,22,NULL,NULL,159,True
frencla01,1,1,570,1,199,1187,197,124,0,1,10,0,1,False
gelbech01,0,0,876,17,766,1,0,1580,0,12,NULL,NULL,18,False
fellebo01,8,18,570,8,193,2581,266,146,0,0,7,0,2,True
erskica01,1,0,360,1,92,981,122,105,0,1,31,2,2,False
facero01,6,1,853,0,31,877,104,104,0,0,4,0,0,False
fordwh01,10,10,500,3,177,1956,236,173,0,4,94,10,11,True
garcimi01,3,0,428,2,127,1117,142,134,0,0,4,0,0,False
gibsobo01,8,19,597,24,274,3117,251,291,2,4,92,7,5,True
ellisdo01,1,0,388,0,65,1136,138,173,0,0,14,2,2,False
fingero01,7,11,945,2,31,1299,114,108,0,1,45,4,1,True
forscke01,2,0,521,0,52,1047,114,134,0,2,6,0,1,False
frymawo01,2,0,625,2,84,1587,141,97,0,0,9,0,0,False
eckerde01,6,9,1073,3,24,2401,197,208,0,0,22,1,3,True
fernasi01,2,0,308,1,98,1743,114,25,0,0,20,0,0,False
flanami01,1,3,529,0,0,1491,167,89,0,0,20,3,2,False
forscbo01,0,2,509,12,190,1133,168,234,0,2,19,3,3,False
finlech01,5,2,524,0,3,2610,200,122,0,0,19,1,1,False
gomezle01,7,11,368,0,133,1468,189,56,0,3,31,6,1,True
giustda01,1,1,686,4,77,1103,100,134,0,0,13,0,3,False
goltzda01,0,0,356,0,10,1105,113,152,0,0,4,0,0,False
eversjo01,0,7,1784,12,1659,NULL,NULL,3806,0,24,NULL,NULL,37,True
fletcar01,0,0,1537,32,1534,NULL,NULL,2917,0,18,NULL,NULL,44,False
friscfr01,3,15,2311,105,2880,NULL,NULL,4918,0,58,NULL,NULL,117,True
gehrich01,6,24,2323,184,2839,NULL,NULL,5446,1,26,NULL,NULL,50,True
gehrilo01,7,25,2164,493,2721,NULL,NULL,19525,10,43,NULL,NULL,309,True
elliobo01,7,8,1978,170,2061,NULL,NULL,2519,2,7,NULL,NULL,11,False
galanau01,3,0,1742,100,1706,NULL,NULL,3977,0,4,NULL,NULL,13,False
ennisde01,3,1,1903,288,2063,NULL,NULL,3629,0,2,NULL,NULL,9,False
fairlro01,2,0,2442,215,1913,NULL,NULL,10769,2,12,NULL,NULL,16,False
floodcu01,3,8,1759,85,1861,NULL,NULL,4023,0,19,NULL,NULL,40,False
foxne01,15,9,2367,35,2663,NULL,NULL,6102,0,9,NULL,NULL,14,True
furilca01,2,3,1806,192,1910,NULL,NULL,3322,2,34,NULL,NULL,54,False
gilliji01,2,2,1956,65,1889,NULL,NULL,3220,2,31,NULL,NULL,55,False
edwarjo01,3,3,1470,81,1106,NULL,NULL,8925,0,4,NULL,NULL,18,False
evansda01,2,1,2687,414,2223,NULL,NULL,7964,0,9,NULL,NULL,83,False
evansdw01,3,13,2606,385,2446,NULL,NULL,5450,4,27,NULL,NULL,69,False
fergujo01,0,0,1013,122,719,NULL,NULL,4253,1,7,NULL,NULL,35,False
fiskca01,11,10,2499,376,2356,NULL,NULL,11612,2,14,NULL,NULL,79,True
fostege01,5,9,1977,348,1925,NULL,NULL,3809,3,22,NULL,NULL,47,False
freehbi01,11,9,1774,200,1591,NULL,NULL,11235,1,5,NULL,NULL,69,False
gamblos01,0,0,1584,200,1195,NULL,NULL,1412,2,12,NULL,NULL,16,False
garvest01,10,15,2332,272,2599,NULL,NULL,19004,11,75,NULL,NULL,485,True
geronce01,0,4,1522,51,977,NULL,NULL,2901,3,20,NULL,NULL,97,False
garneph01,3,0,1860,109,1594,NULL,NULL,2746,1,21,NULL,NULL,40,False
gibsoki01,0,3,1635,255,1553,NULL,NULL,2523,7,22,NULL,NULL,40,False
dykstle01,3,2,1278,81,1298,NULL,NULL,3108,10,36,NULL,NULL,64,False
fernato01,5,5,2158,94,2276,NULL,NULL,3214,1,49,NULL,NULL,77,False
fieldce01,3,6,1470,319,1313,NULL,NULL,7382,3,18,NULL,NULL,21,False
grimebu01,0,11,632,2,380,1512,270,225,0,6,28,3,1,True
hoopeha01,0,1,2311,75,2466,0,0,3981,2,27,NULL,NULL,43,True
grovele01,6,26,619,15,202,2266,300,65,0,0,36,4,0,True
haineje01,0,2,560,3,209,981,210,108,1,4,12,3,0,True
hallabi01,1,2,328,2,90,856,102,67,0,0,27,3,2,False
gromest01,1,1,470,0,124,904,123,126,0,0,2,1,1,False
grantmu01,2,2,667,6,135,1267,145,162,1,2,14,2,0,False
grissma01,1,0,356,0,23,459,47,28,0,0,2,1,0,False
haddiha01,3,3,531,4,169,1575,136,115,0,1,6,2,1,False
hearnji01,1,0,403,9,77,669,109,106,0,0,1,1,0,False
gossari01,9,3,1003,0,9,1502,124,78,0,0,29,2,0,True
grimsro02,1,0,346,0,45,750,124,60,0,2,12,3,1,False
gurala01,1,0,405,0,3,801,126,107,0,0,19,2,3,False
hillejo01,1,2,546,0,11,1036,87,45,0,0,2,1,1,False
hoernjo01,1,0,493,1,6,412,39,19,0,1,3,0,0,False
holtzke01,2,1,456,2,99,1601,174,117,1,4,39,6,3,False
hootobu01,1,1,481,4,92,1491,151,165,0,1,33,6,4,False
grossgr01,0,0,1809,7,1073,3,0,1882,0,3,NULL,NULL,13,False
guidrro01,4,13,380,0,0,1778,170,107,0,0,51,5,3,False
gullibi01,0,0,398,3,81,1279,162,185,0,0,15,1,0,False
henketo01,2,1,642,0,0,861,41,43,0,0,15,2,1,False
hernawi01,3,4,747,0,13,788,70,58,0,0,7,0,1,False
hershor01,3,10,521,0,163,2014,204,332,0,5,97,8,12,False
honeyri01,2,0,801,0,24,1038,109,99,0,0,17,3,1,False
goodedw01,4,6,434,8,145,2293,194,224,0,2,49,0,6,False
herzobu01,0,2,1495,20,1370,NULL,NULL,2804,0,23,NULL,NULL,35,False
gonzami01,0,0,1044,13,717,NULL,NULL,3626,0,0,NULL,NULL,2,False
gowdyha01,0,1,1049,21,738,NULL,NULL,3577,1,13,NULL,NULL,75,False
grimmch01,0,2,2166,79,2299,NULL,NULL,20722,1,12,NULL,NULL,68,False
grohhe01,0,8,1676,26,1774,NULL,NULL,2172,0,19,NULL,NULL,18,False
hornsro01,0,27,2259,301,2930,NULL,NULL,4495,0,12,NULL,NULL,24,True
